,file,video_dtype,video_shape,video_min,video_max,video_mean,video_std,ppg_dtype,ppg_shape,ppg_min,ppg_max,ppg_mean,ppg_std,landmarks_dtype,landmarks_shape,landmarks_min,landmarks_max,landmarks_mean,landmarks_std,face_square,video_duration,patient_id,fold
205,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject1__p1_19.npz,uint8,"(600, 251, 229, 3)",0.0,255.0,35.05796463829302,60.53380712822001,float32,"(600,)",1.2857143,234.66667,96.673965,39.42882,int16,"(600, 68, 2)",0,261,131.73876225490196,46.32758968600725,57479,600,subject1,1
206,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject1__p1_2.npz,uint8,"(600, 104, 125, 3)",0.0,249.0,91.47930713675214,67.61059258354206,float32,"(600,)",58.867214,168.21858,93.87756,27.177404,int16,"(600, 68, 2)",0,125,55.54560049019608,29.819270220406917,13000,600,subject1,1
207,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject1__p1_3.npz,uint8,"(600, 182, 209, 3)",0.0,255.0,44.378276387355335,64.66040693205437,float32,"(600,)",54.23211,165.2441,95.238884,21.953833,int16,"(600, 68, 2)",0,225,102.70382352941176,39.609607483393034,38038,600,subject1,1
208,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject1__p1_4.npz,uint8,"(600, 94, 139, 3)",0.0,253.0,67.75019001819821,65.40470121002973,float32,"(600,)",0.43566927,254.8533,92.65166,75.05393,int16,"(600, 68, 2)",0,139,57.761899509803925,29.752696974799033,13066,600,subject1,1
209,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject1__p1_5.npz,uint8,"(600, 105, 200, 3)",0.0,255.0,39.69443515873016,60.9821078894541,float32,"(600,)",39.80608,184.6857,94.46907,33.374847,int16,"(600, 68, 2)",0,200,72.73507352941176,46.137839466449314,21000,600,subject1,1
210,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject1__p1_6.npz,uint8,"(600, 100, 125, 3)",0.0,253.0,71.24980631111112,65.22603364443297,float32,"(600,)",20.0,240.2546,93.89037,30.33649,int16,"(600, 68, 2)",0,125,54.39713235294118,28.02268350455053,12500,600,subject1,1
212,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject1__p1_8.npz,uint8,"(600, 101, 128, 3)",0.0,255.0,94.76436975728822,68.32554545768296,float32,"(600,)",1.9023068,254.57227,99.214424,60.092434,int16,"(600, 68, 2)",0,128,56.40757352941176,30.069443507283783,12928,600,subject1,1
213,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject1__p1_9.npz,uint8,"(600, 123, 204, 3)",0.0,255.0,43.392682151903216,65.07136846069588,float32,"(600,)",22.75,190.125,96.33324,33.11707,int16,"(600, 68, 2)",0,204,82.99126225490195,48.83934783236798,25092,600,subject1,1
214,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_0.npz,uint8,"(600, 99, 134, 3)",0.0,254.0,111.64790127644605,74.98053039926542,float32,"(600,)",51.752327,170.29628,94.77294,21.77376,int16,"(600, 68, 2)",0,134,57.282120098039215,31.359583610607373,13266,600,subject20,1
215,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_1.npz,uint8,"(600, 109, 197, 3)",0.0,252.0,56.58803859627336,76.88357979184109,float32,"(600,)",59.0,152.86963,94.826866,23.098661,int16,"(600, 68, 2)",0,197,78.18289215686275,48.20238564460796,21473,600,subject20,1
216,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_10.npz,uint8,"(600, 140, 171, 3)",0.0,253.0,79.78074180822426,70.08578219662445,float32,"(600,)",61.0,122.20206,94.63013,10.313233,int16,"(600, 68, 2)",0,171,75.57344362745098,38.63608110168955,23940,600,subject20,1
217,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_11.npz,uint8,"(600, 150, 212, 3)",0.0,253.0,51.44855545073375,67.64789440322521,float32,"(600,)",32.97778,167.4,96.17001,21.910116,int16,"(600, 68, 2)",0,212,91.1274387254902,39.70239469068795,31800,600,subject20,1
218,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_12.npz,uint8,"(600, 106, 136, 3)",0.0,245.0,92.7689500477864,65.86882417071685,float32,"(600,)",2.1052632,248.33333,110.07766,22.187351,int16,"(600, 68, 2)",0,136,60.62275735294118,32.15152931813733,14416,600,subject20,1
219,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_13.npz,uint8,"(600, 111, 147, 3)",0.0,244.0,84.25019172233458,64.91646325983452,float32,"(600,)",40.729427,216.22179,98.33769,14.5754,int16,"(600, 68, 2)",0,147,64.07454656862745,34.18305062691227,16317,600,subject20,1
220,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_14.npz,uint8,"(600, 106, 141, 3)",0.0,234.0,88.27535754642639,69.07132452816472,float32,"(600,)",14.320919,254.96524,143.17902,58.56414,int16,"(600, 68, 2)",0,141,60.588247549019606,31.80288180026245,14946,600,subject20,1
221,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_15.npz,uint8,"(600, 110, 153, 3)",0.0,217.0,88.39555331088664,68.93060016746267,float32,"(600,)",75.185104,254.99507,172.85963,64.01895,int16,"(600, 68, 2)",0,153,65.58328431372549,34.42818505916606,16830,600,subject20,1
222,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_16.npz,uint8,"(600, 119, 153, 3)",0.0,219.0,100.5809778900667,65.72415499252605,float32,"(600,)",66.0,255.0,96.78756,21.590508,int16,"(600, 68, 2)",0,153,67.6961887254902,35.93199786775436,18207,600,subject20,1
223,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_17.npz,uint8,"(600, 116, 205, 3)",0.0,220.0,54.934014391178394,70.29872193535455,float32,"(600,)",62.245544,154.13152,95.79538,22.123983,int16,"(600, 68, 2)",0,205,81.28178921568627,53.26966641104302,23780,600,subject20,1
224,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_18.npz,uint8,"(600, 149, 194, 3)",0.0,219.0,79.5623499158191,69.5187679780021,float32,"(600,)",63.94897,144.64606,94.20358,17.81106,int16,"(600, 68, 2)",0,194,86.92957107843137,41.71451648233791,28906,600,subject20,1
225,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_19.npz,uint8,"(600, 174, 238, 3)",0.0,227.0,48.844824661665434,66.55237320820406,float32,"(600,)",31.755556,189.86667,91.303856,27.92863,int16,"(600, 68, 2)",0,243,102.70892156862745,42.683710832185305,41412,600,subject20,1
226,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_2.npz,uint8,"(600, 143, 179, 3)",0.0,243.0,66.30911180997774,69.83413670787667,float32,"(600,)",71.44494,134.3059,95.261,11.674087,int16,"(600, 68, 2)",0,179,82.82313725490197,39.33409648180551,25597,600,subject20,1
227,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_3.npz,uint8,"(600, 161, 218, 3)",0.0,229.0,46.02156901944397,66.08286682177535,float32,"(600,)",51.0,159.23619,95.92975,15.866224,int16,"(600, 68, 2)",0,218,95.2247181372549,38.39996654530258,35098,600,subject20,1
228,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_4.npz,uint8,"(600, 119, 152, 3)",0.0,249.0,79.18055429627992,66.28147675549988,float32,"(600,)",48.25959,148.83269,94.2275,19.819206,int16,"(600, 68, 2)",0,152,66.66218137254901,34.86869236157731,18088,600,subject20,1
229,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_5.npz,uint8,"(600, 118, 217, 3)",0.0,249.0,47.90500590139464,63.45021463014434,float32,"(600,)",61.58551,136.72585,96.228096,15.705971,int16,"(600, 68, 2)",0,217,81.55063725490196,54.88564323142473,25606,600,subject20,1
230,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_6.npz,uint8,"(600, 151, 175, 3)",0.0,251.0,61.72884894355093,65.95529538728692,float32,"(600,)",64.59255,129.87683,95.63378,10.852914,int16,"(600, 68, 2)",0,175,83.06029411764706,38.11466757335318,26425,600,subject20,1
231,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_7.npz,uint8,"(600, 181, 205, 3)",0.0,255.0,49.13687276347902,68.47027447966055,float32,"(600,)",41.186474,159.8805,93.44174,19.583097,int16,"(600, 68, 2)",0,205,93.00424019607843,39.45096213520383,37105,600,subject20,1
232,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_8.npz,uint8,"(600, 107, 146, 3)",0.0,255.0,110.23398398270245,76.14546713621365,float32,"(600,)",35.22179,187.1662,93.6261,16.422722,int16,"(600, 68, 2)",0,146,62.38819852941177,33.65984036462964,15622,600,subject20,1
233,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject20__p20_9.npz,uint8,"(600, 107, 195, 3)",0.0,251.0,48.11844287349895,65.31472482468843,float32,"(600,)",58.552986,141.0,95.39332,19.061249,int16,"(600, 68, 2)",0,195,74.6072181372549,47.34780208324544,20865,600,subject20,1
234,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject21__p21_0.npz,uint8,"(600, 106, 145, 3)",0.0,254.0,89.39886384009253,68.9329006755847,float32,"(600,)",42.644444,215.2,95.34422,35.69868,int16,"(600, 68, 2)",0,145,63.53856617647059,33.14789213277537,15370,600,subject21,4
235,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject21__p21_1.npz,uint8,"(600, 106, 161, 3)",0.0,255.0,78.4320826334362,70.66197278224772,float32,"(600,)",46.444443,189.08888,94.55145,29.14751,int16,"(600, 68, 2)",0,161,67.66988970588235,37.58025282237624,17066,600,subject21,4
236,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject21__p21_10.npz,uint8,"(600, 98, 132, 3)",0.0,255.0,88.1011097797705,66.19991315209697,float32,"(600,)",53.266666,169.13333,94.34624,27.55827,int16,"(600, 68, 2)",0,132,57.59031862745098,30.839575087298844,12936,600,subject21,4
237,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject21__p21_11.npz,uint8,"(600, 160, 231, 3)",0.0,255.0,48.692580793049544,66.82624282157155,float32,"(600,)",49.77778,188.9762,96.28074,25.58288,int16,"(600, 68, 2)",0,231,99.30287990196078,42.075023348126386,36960,600,subject21,4
238,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject21__p21_12.npz,uint8,"(600, 116, 162, 3)",0.0,255.0,73.48117408116929,67.99562625005812,float32,"(600,)",52.933334,253.0,98.05603,34.29898,int16,"(600, 68, 2)",0,162,73.60783088235294,35.022041238351754,18792,600,subject21,4
239,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject21__p21_13.npz,uint8,"(600, 127, 178, 3)",0.0,255.0,62.040244649896295,62.09843294962714,float32,"(600,)",20.5,250.71428,101.3158,45.968246,int16,"(600, 68, 2)",0,178,81.31354166666667,38.40451825639291,22606,600,subject21,4
240,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject21__p21_14.npz,uint8,"(600, 125, 169, 3)",0.0,255.0,75.17078974358974,70.05310953834746,float32,"(600,)",19.10415,249.95712,106.2813,41.982365,int16,"(600, 68, 2)",0,169,74.2309681372549,35.96265082289915,21125,600,subject21,4
241,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject21__p21_15.npz,uint8,"(600, 122, 167, 3)",0.0,254.0,85.69166753923847,66.23241958589514,float32,"(600,)",58.901134,254.98463,144.59073,68.10849,int16,"(600, 68, 2)",0,167,75.31475490196078,38.39701527844147,20374,600,subject21,4
242,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject21__p21_16.npz,uint8,"(600, 135, 163, 3)",0.0,254.0,72.79350841980359,66.7570284175233,float32,"(600,)",14.0,242.44444,111.02513,42.927505,int16,"(600, 68, 2)",0,163,79.47901960784314,35.2217346142252,22005,600,subject21,4
243,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject21__p21_17.npz,uint8,"(600, 147, 219, 3)",0.0,255.0,60.35814723352558,67.69508066041159,float32,"(600,)",54.0,183.0371,95.088936,29.062044,int16,"(600, 68, 2)",0,219,91.39263480392157,48.18150621703437,32193,600,subject21,4
244,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject21__p21_18.npz,uint8,"(600, 111, 149, 3)",0.0,240.0,84.33720757670422,65.564031383826,float32,"(600,)",53.0,180.0,94.75011,25.515179,int16,"(600, 68, 2)",0,149,65.435,33.5757603318636,16539,600,subject21,4
246,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject21__p21_2.npz,uint8,"(600, 113, 142, 3)",0.0,252.0,84.29889373606437,67.82924626388693,float32,"(600,)",50.0,171.04445,94.11158,25.86322,int16,"(600, 68, 2)",0,142,65.6297794117647,33.17727998652514,16046,600,subject21,4
248,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject21__p21_4.npz,uint8,"(600, 128, 161, 3)",0.0,255.0,61.82099796734817,63.62748635224617,float32,"(600,)",1.0755975,253.89406,94.97458,53.17982,int16,"(600, 68, 2)",0,161,77.45669117647058,33.57478865412757,20608,600,subject21,4
249,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject21__p21_5.npz,uint8,"(600, 126, 192, 3)",0.0,255.0,61.299824046516754,65.31755802416362,float32,"(600,)",27.0,246.2,94.558624,48.85494,int16,"(600, 68, 2)",0,192,81.54731617647059,45.542124880493056,24192,600,subject21,4
250,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject21__p21_6.npz,uint8,"(600, 118, 160, 3)",0.0,255.0,64.62311116996233,63.20366685246563,float32,"(600,)",31.0,253.65303,95.16668,49.923187,int16,"(600, 68, 2)",0,160,72.1689705882353,34.47222458107051,18880,600,subject21,4
252,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject21__p21_8.npz,uint8,"(600, 99, 144, 3)",0.0,255.0,83.33653865039281,70.75388205624331,float32,"(600,)",6.5202665,195.73265,94.637024,36.52407,int16,"(600, 68, 2)",0,144,63.479828431372546,31.286964568831994,14256,600,subject21,4
253,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject21__p21_9.npz,uint8,"(600, 108, 168, 3)",0.0,255.0,61.265323124877526,68.55777262398898,float32,"(600,)",50.666668,180.85715,94.624016,29.500975,int16,"(600, 68, 2)",0,168,70.10764705882353,39.289781018769794,18144,600,subject21,4
254,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_0.npz,uint8,"(600, 98, 126, 3)",0.0,245.0,101.48445816686463,73.78662491789993,float32,"(600,)",0.75461626,253.98688,100.779854,60.96573,int16,"(600, 68, 2)",0,126,54.82363970588235,29.25291107497482,12348,600,subject22,4
255,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_1.npz,uint8,"(600, 99, 155, 3)",0.0,248.0,79.55663437239781,72.72086448557305,float32,"(600,)",36.0,247.9662,95.9745,50.341423,int16,"(600, 68, 2)",0,155,62.14649509803922,35.13207517145716,15345,600,subject22,4
256,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_10.npz,uint8,"(600, 139, 165, 3)",0.0,253.0,96.96467417581087,72.46348775578315,float32,"(600,)",32.72281,242.87112,93.7275,47.405952,int16,"(600, 68, 2)",0,165,74.45457107843137,39.58804000835708,22935,600,subject22,4
257,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_11.npz,uint8,"(600, 161, 203, 3)",0.0,255.0,43.29645163812651,65.52547786845987,float32,"(600,)",0.3869971,254.91711,92.59777,50.579205,int16,"(600, 68, 2)",0,203,80.60854166666667,38.03130815629599,32683,600,subject22,4
258,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_12.npz,uint8,"(600, 106, 145, 3)",0.0,247.0,83.14127275356033,69.78343945667773,float32,"(600,)",11.518621,254.57718,98.308334,64.47769,int16,"(600, 68, 2)",0,145,59.58814950980392,31.190941829527063,15370,600,subject22,4
259,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_13.npz,uint8,"(600, 101, 136, 3)",0.0,250.0,86.15480695496021,68.63761573352699,float32,"(600,)",0.0,254.81818,130.20938,73.058266,int16,"(600, 68, 2)",0,136,58.90911764705882,31.349301837394105,13736,600,subject22,4
260,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_14.npz,uint8,"(600, 111, 136, 3)",0.0,249.0,95.03730414237768,74.042047539632,float32,"(600,)",4.9473686,254.96431,137.25082,71.65313,int16,"(600, 68, 2)",0,136,61.94161764705883,31.34805085617377,15096,600,subject22,4
261,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_15.npz,uint8,"(600, 127, 160, 3)",0.0,237.0,84.74722864720034,73.70533938308418,float32,"(600,)",3.0181954,254.93153,144.93156,68.61704,int16,"(600, 68, 2)",0,160,67.9769730392157,35.47171714631386,20320,600,subject22,4
262,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_16.npz,uint8,"(600, 113, 143, 3)",0.0,224.0,99.65195027195027,68.96555548866107,float32,"(600,)",1.9902185,253.31195,107.0455,38.897057,int16,"(600, 68, 2)",0,143,63.70490196078431,33.6826841457877,16159,600,subject22,4
263,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_17.npz,uint8,"(600, 107, 168, 3)",0.0,223.0,72.99843346684469,73.04686090773919,float32,"(600,)",51.355556,175.44444,94.54479,29.106182,int16,"(600, 68, 2)",0,168,67.37985294117647,39.92223293268194,17976,600,subject22,4
264,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_18.npz,uint8,"(600, 123, 160, 3)",0.0,221.0,78.57989247402891,72.70503611020102,float32,"(600,)",26.49105,181.14297,95.38806,30.045115,int16,"(600, 68, 2)",0,160,66.99155637254901,33.52497298297311,19680,600,subject22,4
265,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_19.npz,uint8,"(600, 192, 216, 3)",0.0,230.0,45.657604447980965,66.22084143192518,float32,"(600,)",35.266666,182.33333,94.54835,30.80049,int16,"(600, 68, 2)",0,216,100.27593137254902,39.99933748367022,41472,600,subject22,4
266,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_2.npz,uint8,"(600, 103, 133, 3)",0.0,233.0,89.40097492923246,73.05192828642772,float32,"(600,)",32.25102,242.43922,95.09576,47.181168,int16,"(600, 68, 2)",0,133,57.27006127450981,30.429815918108524,13699,600,subject22,4
267,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_3.npz,uint8,"(600, 162, 199, 3)",0.0,227.0,43.69529339082243,66.35591339624013,float32,"(600,)",0.7572621,251.97505,89.01196,52.690784,int16,"(600, 68, 2)",0,199,97.17258578431372,34.18529283200303,32238,600,subject22,4
268,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_4.npz,uint8,"(600, 93, 118, 3)",0.0,249.0,89.0120089403236,66.5538900179944,float32,"(600,)",10.0,228.44049,97.027534,41.050274,int16,"(600, 68, 2)",0,118,51.404252450980394,27.848431663782197,10974,600,subject22,4
269,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_5.npz,uint8,"(600, 93, 151, 3)",0.0,247.0,61.53057312065323,68.2963858787599,float32,"(600,)",30.444136,232.96631,94.67471,45.06488,int16,"(600, 68, 2)",0,151,56.05125,33.69251270910477,14043,600,subject22,4
270,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_6.npz,uint8,"(600, 100, 121, 3)",0.0,247.0,72.45868494031221,67.98681402058156,float32,"(600,)",43.0,190.73233,94.89812,32.477802,int16,"(600, 68, 2)",0,121,55.47509803921569,26.53799934629801,12100,600,subject22,4
271,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_7.npz,uint8,"(600, 135, 193, 3)",0.0,246.0,54.70991424124182,68.78738017078754,float32,"(600,)",1.8973874,252.1601,93.01968,41.727848,int16,"(600, 68, 2)",0,193,76.7609068627451,35.410674226532315,26055,600,subject22,4
272,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_8.npz,uint8,"(600, 119, 151, 3)",0.0,255.0,103.8482763524836,71.21235009232393,float32,"(600,)",3.1284046,254.44507,95.67846,56.75494,int16,"(600, 68, 2)",0,151,66.54101715686275,35.94240162064173,17969,600,subject22,4
273,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject22__p22_9.npz,uint8,"(600, 133, 218, 3)",0.0,254.0,66.90212766242824,72.91300423377012,float32,"(600,)",10.395071,254.53697,95.25827,49.578133,int16,"(600, 68, 2)",0,218,84.21541666666667,52.12960463108325,28994,600,subject22,4
274,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_0.npz,uint8,"(600, 106, 128, 3)",0.0,255.0,92.81314510449424,66.95346804848812,float32,"(600,)",13.048138,253.0,95.11464,56.928288,int16,"(600, 68, 2)",0,128,57.838075980392155,30.75684594165241,13568,600,subject23,4
275,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_1.npz,uint8,"(600, 101, 172, 3)",0.0,255.0,48.80768996085655,66.77987924065447,float32,"(600,)",2.2,231.08888,95.70784,55.86762,int16,"(600, 68, 2)",0,172,69.88355392156863,44.922338967934806,17372,600,subject23,4
276,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_10.npz,uint8,"(600, 101, 116, 3)",0.0,255.0,87.34758620689655,66.23662124909487,float32,"(600,)",31.222221,188.75,92.05661,37.743988,int16,"(600, 68, 2)",0,116,53.68329656862745,28.1548076104884,11716,600,subject23,4
277,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_11.npz,uint8,"(600, 163, 223, 3)",0.0,255.0,44.78390406583094,67.28701886381792,float32,"(600,)",42.086197,200.47646,96.62278,30.867115,int16,"(600, 68, 2)",0,223,97.08910539215687,39.69571226825374,36349,600,subject23,4
278,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_12.npz,uint8,"(600, 98, 116, 3)",0.0,255.0,89.7422696262413,67.4862678616918,float32,"(600,)",6.6019416,254.17476,103.75857,27.235325,int16,"(600, 68, 2)",0,116,53.211495098039215,28.049107850269575,11368,600,subject23,4
279,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_13.npz,uint8,"(600, 99, 118, 3)",0.0,255.0,79.55356374479256,65.0325550165501,float32,"(600,)",16.929358,254.98384,153.40881,61.888577,int16,"(600, 68, 2)",0,118,54.440747549019605,28.139679941077308,11682,600,subject23,4
280,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_14.npz,uint8,"(600, 104, 124, 3)",0.0,255.0,87.67944845085471,67.31561743116274,float32,"(600,)",11.175199,254.99014,150.94604,65.96998,int16,"(600, 68, 2)",0,124,56.43968137254902,29.65308260099806,12896,600,subject23,4
281,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_15.npz,uint8,"(600, 106, 129, 3)",0.0,255.0,90.57074078136935,69.50826220725803,float32,"(600,)",56.536964,254.88487,135.64229,51.193504,int16,"(600, 68, 2)",0,129,58.33835784313725,30.34002806830728,13674,600,subject23,4
282,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_16.npz,uint8,"(600, 101, 124, 3)",0.0,255.0,94.63801887043543,71.66903336465629,float32,"(600,)",34.052975,181.62737,91.78716,30.583532,int16,"(600, 68, 2)",0,124,55.899007352941176,29.370105499535878,12524,600,subject23,4
283,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_17.npz,uint8,"(600, 99, 175, 3)",0.0,255.0,50.49939916626583,68.22310128522167,float32,"(600,)",23.065296,222.86671,93.86826,42.616344,int16,"(600, 68, 2)",0,175,69.75033088235294,44.00815132982693,17325,600,subject23,4
284,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_18.npz,uint8,"(600, 104, 122, 3)",0.0,255.0,91.51823393933024,68.92780846718003,float32,"(600,)",30.536522,203.66852,94.505875,33.24165,int16,"(600, 68, 2)",0,122,55.924497549019605,29.008306752625284,12688,600,subject23,4
285,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_19.npz,uint8,"(600, 122, 178, 3)",0.0,254.0,58.90704360328278,68.9597659654024,float32,"(600,)",0.2654321,210.0,94.31506,33.537952,int16,"(600, 68, 2)",0,178,72.94921568627451,35.117407341722426,21716,600,subject23,4
286,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_2.npz,uint8,"(600, 108, 122, 3)",0.0,255.0,87.45034557781825,68.77791738096329,float32,"(600,)",0.22222222,254.19093,92.33787,65.07379,int16,"(600, 68, 2)",0,122,56.07666666666667,28.985951290620466,13176,600,subject23,4
287,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_3.npz,uint8,"(600, 120, 190, 3)",0.0,255.0,51.41579822124756,64.60198315195692,float32,"(600,)",23.0,216.04762,103.052086,38.899525,int16,"(600, 68, 2)",0,190,77.72769607843138,38.38577424384962,22800,600,subject23,4
288,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_4.npz,uint8,"(600, 101, 120, 3)",0.0,255.0,94.64584836817015,74.27545314710652,float32,"(600,)",11.0,250.0,92.66257,28.180521,int16,"(600, 68, 2)",0,120,54.31155637254902,28.413226669697103,12120,600,subject23,4
289,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_5.npz,uint8,"(600, 116, 179, 3)",0.0,255.0,36.561909207174814,61.444447429565244,float32,"(600,)",19.333334,184.46666,92.66254,33.25135,int16,"(600, 68, 2)",0,179,79.79363970588236,40.73771348803137,20764,600,subject23,4
290,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_6.npz,uint8,"(600, 99, 114, 3)",0.0,255.0,83.73475623683225,68.56663669986027,float32,"(600,)",30.0,156.43698,95.38609,24.61678,int16,"(600, 68, 2)",0,114,52.590196078431376,27.103851689974647,11286,600,subject23,4
291,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_7.npz,uint8,"(600, 144, 214, 3)",0.0,255.0,42.85874073352948,64.82957284444612,float32,"(600,)",10.333333,200.37778,102.19679,35.239727,int16,"(600, 68, 2)",0,214,86.676875,38.696078100143616,30816,600,subject23,4
292,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_8.npz,uint8,"(600, 108, 129, 3)",0.0,255.0,85.25111067247265,68.89141082436907,float32,"(600,)",8.92607,200.55531,93.0417,22.475878,int16,"(600, 68, 2)",0,129,58.882720588235294,30.37194583128963,13932,600,subject23,4
293,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject23__p23_9.npz,uint8,"(600, 101, 169, 3)",0.0,255.0,47.82156072411975,65.91173246829847,float32,"(600,)",29.479166,184.33333,92.747375,31.965193,int16,"(600, 68, 2)",0,169,68.2439705882353,44.04939810542382,17069,600,subject23,4
294,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_0.npz,uint8,"(600, 109, 137, 3)",0.0,255.0,91.61870532824393,67.82583171498449,float32,"(600,)",46.0,167.66556,92.2324,25.877604,int16,"(600, 68, 2)",0,137,59.58133578431372,33.44204017635373,14933,600,subject24,2
295,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_1.npz,uint8,"(600, 94, 133, 3)",0.0,254.0,74.90293944080058,71.62312330857931,float32,"(600,)",54.205933,153.67409,93.23602,23.382942,int16,"(600, 68, 2)",0,133,56.57286764705882,29.592747341333023,12502,600,subject24,2
296,/gim/lv03/datasets/rppg/preprocessed/MMPD__subject24__p24_10.npz,uint8,"(600, 114, 136, 3)",0.0,254.0,82.26004439714482,70.23856012660518,float32,"(600,)",22.748972,195.54015,92.995636,42.408558,int16,"(600, 68, 2)",0,136,60.69753676470588,31.180974729936562,15504,600,subject24,2
